presion_media,presion_min,presion_max,presion_desv,humedad_media,humedad_min,humedad_max,humedad_desv,viento_media,viento_min,viento_max,viento_desv,rafaga_media,rafaga_min,rafaga_max,rafaga_desv,viento_norte,viento_este,direccion_viento,registros_del_dia,anio,dia_del_anio,estacion_anio,mes,sector_viento,temp_max_manana,amplitud_presion,amplitud_humedad,amplitud_viento,velocidad_resultante
983.3131,980.98,988.18,2.2675,82.8998,0.5668,95.7,12.8944,1.8337,0.24,5.37,1.2917,3.1152,0.44,7.04,1.9983,0.408,-0.4854,,144.0,2010.0,123.0,primavera,mayo,NO,8.68,7.199999999999932,95.1332,5.13,0.6340955448510894
990.491,988.09,992.43,1.1058,85.6294,0.5922,96.4,9.66,2.4977,0.27,5.36,1.5276,3.8678,0.52,8.05,2.2068,2.0915,0.9833,25.1806,144.0,2010.0,124.0,primavera,mayo,NE,10.78,4.339999999999918,95.8078,5.09,2.311114696418159
989.5318,982.92,993.05,3.3035,59.7267,46.66,79.8,8.8333,4.0103,,,,6.51,2.08,11.01,2.1146,2.6868,2.7231,45.3851,144.0,2010.0,125.0,primavera,mayo,NE,6.13,10.129999999999995,33.14,,3.825463089614119
976.4279,974.13,982.7,2.2772,96.2688,80.5,98.0,3.1362,4.001,0.47,6.29,1.6222,5.7622,1.26,9.43,2.1712,3.5814,1.706,25.471,144.0,2010.0,126.0,primavera,mayo,NE,8.96,8.57000000000005,17.5,5.82,3.9669713838141054
979.0749,975.71,982.53,2.2225,86.1681,0.732,98.5,8.7888,2.2757,0.26,5.3,1.3022,3.3936,0.56,8.09,1.9255,-2.0077,-0.4296,192.0784,144.0,2010.0,127.0,primavera,mayo,S,14.27,6.819999999999936,97.768,5.04,2.053147693177478
983.2728,982.33,984.26,0.5323,71.209,50.23,94.8,15.5367,6.44832,0.792,15.228000000000002,1.074,3.0001,0.44,6.56,1.6509,-1.2064,-0.6675,208.9548,144.0,2010.0,128.0,primavera,abril,SO,16.72,1.92999999999995,44.57,14.436000000000002,1.3787520480492494
982.1024,979.99,984.26,1.4817,78.7208,37.96,95.3,18.8449,4.4168400000000005,0.5760000000000001,17.1,76.1,2.0592,0.32,7.89,-60.23500000000001,-0.4445,-0.1626,200.0965,144.0,2010.0,129.0,primavera,noviembre,S,9.23,4.269999999999982,57.339999999999996,16.524,0.4733064651998745
981.3194,979.22,983.46,1.314,91.0597,82.8,95.9,3.9307,2.4781,0.17,4.69,1.1972,3.6038,0.48,6.45,1.5003,1.9895,1.3399,33.9599,144.0,2010.0,130.0,primavera,mayo,NE,11.21,4.240000000000009,13.100000000000009,4.5200000000000005,2.3986334150928528
980.1565,976.2,983.57,2.2448,76.9885,0.5528,97.8,14.7929,2.6565,0.42,6.17,1.7074,4.3028,1.04,9.17,2.3774,-1.6975,-1.401,219.5341,144.0,2010.0,132.0,primavera,mayo,SO,9.2,7.3700000000000045,97.24719999999999,5.75,2.2009787027592975
984.0877,983.25,984.82,0.3929,77.6884,69.83,84.9,3.7876,1.4672,0.38,3.6,0.7288,2.5283,0.88,5.09,1.0377,1.0971,0.3193,16.2289,144.0,2010.0,133.0,primavera,mayo,N,8.59,1.57000000000005,15.070000000000007,3.22,1.1426201906145366
983.8815,983.37,984.45,0.3342,85.6792,71.3,94.8,6.6657,1.1519,0.33,2.77,0.5815,2.1784,0.64,4.61,0.9389,0.5813,-0.0452,355.5565,144.0,2010.0,134.0,,mayo,,7.51,1.080000000000041,23.5,2.44,0.5830546543849899
983.2032,982.48,984.21,0.5635,86.8639,73.9,94.6,5.4924,1.4994,0.4,3.01,0.5142,2.9689,0.96,6.29,1.1145,-0.2647,-1.3974,,144.0,2010.0,135.0,primavera,mayo,O,13.8,1.7300000000000182,20.69999999999999,2.61,1.422249222182948
986.0356,982.77,990.09,2.2714,64.1501,46.18,81.2,12.3698,2.2149,0.48,3.68,0.6837,4.2215,1.04,8.05,1.5155,-0.2581,-2.0599,262.857,144.0,2010.0,136.0,primavera,mayo,O,15.46,7.32000000000005,35.02,3.2,2.0760066522051415
992.2201,990.1,994.48,0.9481,68.5212,46.75,93.0,15.1533,1.4008,0.19,2.1126614,0.8008,2.856,0.36,,1.5907,0.1101,-0.8171,277.6718,144.0,2010.0,137.0,primavera,noviembre,,11.72,4.3799999999999955,46.25,1.9226614,0.8244843358123913
996.1187,994.41,997.26,0.8258,66.8976,50.68,85.3,10.8936,1.7781,0.5,3.51,0.6488,3.8016,1.08,7.77,1.5326,0.0262,-1.5982,270.9407,144.0,2010.0,138.0,primavera,enero,O,9.29,2.8500000000000227,34.62,3.01,1.5984147396717787
994.2712,993.17,995.79,0.7292,91.6868,0.746,97.7,5.6783,2.2481,0.44,4.26,0.9978,4.2112,0.96,7.01,1.5748,-0.639,-1.7592,250.0376,144.0,2010.0,139.0,primavera,mayo,O,11.81,2.6200000000000045,96.95400000000001,3.82,1.8716585265480454
998.7756,995.71,1001.04,1.6964,95.3104,91.4,97.5,1.7216,1.6201,,,0.8983,2.794,1.0,5.24,1.0707,-0.5186,-1.1815,246.3013,144.0,2010.0,140.0,primavera,mayo,SO,20.85,5.329999999999927,6.099999999999994,,1.2903054715841515
1000.0148,998.61,1001.05,0.822,75.196,,51.65,13.4499,3.9294,0.6120000000000001,12.6,0.647,2.0254,0.4,5.72,1.055,0.1864,-0.0429,347.0397,,2010.0,141.0,primavera,febrero,N,20.37,2.439999999999941,,11.988,0.1912730247578053
997.0282,994.88,999.0,1.3355,75.6062,34.87,98.0,20.1947,2.0687,0.34,3.5418147,1.3892,3.4074,11.09819021401451,0.39767744,1.9226,0.9552,0.2726,15.9266,144.0,2010.0,142.0,primavera,mayo,N,22.86,4.1200000000000045,63.13,3.2018147000000003,0.9933367002180077
993.4859,990.36,996.05,1.8095,71.7853,39.77,91.0,15.0002,5.3334,1.1880000000000002,14.112,0.6835,2.7526,0.68,7.22,1.2208,0.0604,-0.8901,273.8799,144.0,2010.0,143.0,primavera,agosto,O,22.96,5.689999999999941,51.23,12.924,0.892146944174557
985.2567,,,2.833,72.8769,49.29,92.1,12.9643,1.8148,0.36,2.2990727,0.846,3.2373,0.86,8.93,1.6359,-0.4713,,249.7084,144.0,2010.0,144.0,primavera,mayo,O,19.01,,42.809999999999995,1.9390727,
984.2751,983.03,985.09,0.5505,69.206,,,17.4788,5.84316,0.6120000000000001,15.624,0.9226,3.3144,0.36,7.73,1.9342,0.6181,-0.5857,316.5441,144.0,2010.0,145.0,primavera,enero,NO,14.63,2.060000000000059,,15.012,0.8515233995610455
982.4022,978.16,984.9,2.1048,74.3139,52.8,94.8,11.3747,2.1353,0.3,1.64865519686707,1.0354,3.3368,0.6,3.93327843,1.4983,0.607,1.0086,58.9617,144.0,2010.0,146.0,,mayo,NE,15.96,6.740000000000009,42.0,1.34865519686707,1.1771673457924323
981.6792,977.6,984.67,2.4929,82.8474,59.87,97.9,12.7308,1.0478,,,0.4554,2.1508,0.48,5.12,0.9955,0.0841,-0.4141,281.4798,144.0,2010.0,147.0,primavera,,O,16.48,7.069999999999936,38.03000000000001,,0.42255368889645256
985.9925,983.51,991.36,2.3203,82.0886,0.6595,92.5,8.2679,4.46472,0.7200000000000001,9.972,0.5506,2.1576,0.5,4.44,0.911,-0.4173,-0.6289,236.4323,144.0,2010.0,148.0,primavera,noviembre,SO,20.43,7.850000000000023,91.8405,9.251999999999999,0.7547545958786869
991.1369,986.36,993.87,2.2734,67.6454,39.56,98.0,22.6877,1.4737,0.39,2.12508882,0.6637,2.4782,0.84,3.70337116,1.1423,-1.1009,0.0534,177.2219,144.0,2010.0,149.0,primavera,enero,S,18.66,7.509999999999991,58.44,1.73508882,1.1021943431174015
980.565,977.37,986.19,2.6262,80.35,56.52,95.4,10.1683,9.207,1.4400000000000002,27.36,1.5939,4.2024,1.0,9.95,2.2319,-1.924,-1.2563,213.1421,144.0,2010.0,150.0,primavera,diciembre,SO,12.61,8.82000000000005,38.88,25.919999999999998,2.297839352522278
982.7478,978.6,986.69,2.1922,83.7007,67.58,,7.9192,2.5017,1.01,4.46,0.6293,4.6635,2.32,8.45,1.1284,-0.5479,-2.3933,257.1063,,2010.0,151.0,primavera,mayo,O,10.99,8.090000000000032,,3.45,2.455214715661341
985.7027,985.19,986.31,0.2455,92.3847,84.5,96.0,3.1071,2.0421,0.28,4.49,1.1477,3.5626,0.64,6.89,1.5758,-0.2549,-1.718,261.5592,144.0,2010.0,152.0,,junio,O,13.63,1.1199999999998909,11.5,4.21,1.736806843031199
987.2385,985.64,989.2,1.0986,89.8919,66.43,96.7,9.0145,1.4965,0.61,2.37363722,0.5593,3.2408,1.48,4.349597,1.0681,0.087,-0.5506,278.977,144.0,2010.0,153.0,,junio,O,20.57,3.560000000000059,30.269999999999996,1.7636372200000001,0.5574310360932552
990.3269,988.64,992.28,0.9101,61.7652,45.86,74.7,8.747,3.1482,0.81,6.84,1.9724,5.5434,1.52,10.97,2.8259,2.1405,1.1391,28.02,144.0,2010.0,154.0,,,NE,22.33,3.6399999999999864,28.840000000000003,6.029999999999999,2.424724532807799
993.1731,992.0,995.0,0.7214,0.645377,0.4425,89.5,12.3151,1.4861,0.23,2.74024611,0.9018,2.7039,0.36,3.95191956,1.4535,0.7912,-0.1383,350.0836,144.0,2010.0,155.0,verano,marzo,N,25.8,3.0,89.0575,2.51024611,0.8031963209577095
992.9093,990.34,995.11,1.8524,65.3404,40.37,95.7,18.3573,,0.6120000000000001,14.004,0.7504,2.4425,0.28,5.4,1.186,0.2176,0.3278,56.4203,144.0,,156.0,invierno,enero,NE,28.53,4.769999999999982,55.330000000000005,13.392,0.39344961557993674
985.977,,,2.9336,63.3431,35.36,95.0,19.1901,1.7765,0.19,2.82102434,1.0139,3.0162,0.44,4.4738712000000005,1.6689,-0.5533,-0.1605,196.1758,144.0,2010.0,157.0,verano,junio,S,21.4,,59.64,2.63102434,0.5761086182309721
983.9993,,,,65.7976,46.92,85.7,12.0785,7.841880000000001,1.152,25.596,1.1978,4.0388,0.52,10.89,2.1787,-0.7476,-1.6842,246.0655,144.0,2010.0,158.0,invierno,septiembre,SO,26.84,,38.78,24.444,1.8426707247905145
982.2701,979.84,984.69,1.715,63.5633,0.3701,,19.1055,1.7326,0.2,4.72,0.9997,2.9317,0.4,7.68,1.7093,-0.9427,,188.8097,144.0,2010.0,159.0,,junio,S,29.69,4.850000000000023,,4.52,
980.8706,979.64,982.02,0.7847,61.1468,,85.3,15.2282,2.0599,0.24,5.51,1.2302,3.3485,0.44,8.64,1.7638,-0.6048,0.5495,137.7404,144.0,2010.0,160.0,verano,febrero,SE,29.18,2.3799999999999955,,5.27,0.8171494906074408
980.076,978.79,981.02,0.5982,66.5321,,,12.762,6.273,0.684,19.008000000000003,,2.9078,0.46,7.16,-74.17,0.1127,0.6907,80.7346,144.0,2010.0,161.0,invierno,agosto,E,24.99,2.230000000000018,,18.324,0.6998341089143911
980.5151,978.1,982.4,1.224,65.2177,46.67,95.1,14.0055,3.126,0.18,6.91,1.6349,5.1428,0.48,12.22,2.5602,-2.006,-2.1111,226.4621,144.0,2010.0,162.0,,mayo,SO,21.08,4.2999999999999545,48.42999999999999,6.73,2.9121777435451977
983.8865,,,1.6586,74.5768,60.17,86.3,6.1271,1.5181,0.26,6.67,1.1151,2.6122,0.64,9.21,1.6987,-0.214,-0.6719,252.3332,144.0,2010.0,163.0,verano,junio,O,18.41,,26.129999999999995,6.41,0.7051564436350277
988.6304,986.86,990.34,1.0994,67.2226,48.66,91.0,13.2572,8.04168,0.8280000000000001,16.884,1.0543,3.864,0.68,9.57,1.5836,1.1816,0.0904,4.3739,,2010.0,164.0,invierno,mayo,N,16.77,3.480000000000018,42.34,16.056,1.1850530452262464
989.0653,987.08,992.19,1.4292,69.0931,57.22,,6.6922,1.497,0.2,4.4,0.8982,2.3697,0.48,6.68,1.4045,0.3662,0.4365,,,2010.0,165.0,verano,junio,NE,19.07,5.110000000000014,,4.2,0.5697672243995788
993.4415,,,1.0752,71.6975,,,10.4577,2.5738,0.19,6.0,1.5675,4.0371,0.4,8.41,2.2523,2.0907,1.198,29.8137,144.0,2010.0,166.0,verano,junio,NE,19.39,,,5.81,2.40961210363826
994.3778,992.58,996.18,1.2248,57.3974,42.07,76.1,10.0528,3.9957,0.88,4.61678653,1.5647,6.1619,1.8,10.85,2.5869,2.5429,2.7794,47.544,144.0,2010.0,167.0,verano,abril,NE,21.52,3.599999999999909,34.029999999999994,3.73678653,3.767148095044844
990.5867,986.92,993.54,2.1707,,41.16,72.2,10.3101,3.6249,0.37,4.11968973,1.643,5.5388,0.64,6.05836725,2.5515,,2.3003,44.8228,144.0,2010.0,168.0,invierno,enero,NE,21.92,6.6200000000000045,31.040000000000006,3.74968973,
982.9563,980.72,986.84,1.7288,62.0452,0.4346,77.9,,2.361,0.2,5.84,1.376,4.4346,0.4,9.89,2.1691,1.6313,0.1258,4.4079,144.0,2010.0,169.0,,julio,N,15.98,6.1200000000000045,77.4654,5.64,1.6361434319765489
980.3094,978.93,981.78,0.7759,61.4241,0.7800223675183815,39.59,11.2101,1.9999,0.46,4.11,0.6625,3.6344,9.56533442661028,1.08,1.2367,-0.3478,-1.6699,258.2362,144.0,2010.0,170.0,verano,junio,O,17.1,2.8500000000000227,38.80997763248162,3.6500000000000004,1.7057346950800996
984.9274,981.19,,2.3486,63.0392,45.41,79.5,10.8541,1.7382,0.5,3.58,0.6392,3.2446,1.06,6.12,1.1631,0.2757,-0.8247,288.4842,144.0,2010.0,171.0,verano,junio,O,15.11,,34.09,3.08,0.8695634421938402
991.991,989.18,994.88,1.5659,69.8227,56.27,85.0,10.0447,1.4384,0.24,3.9,0.8554,2.6885,0.46,6.16,1.3792,0.7567,0.0876,6.6031,144.0,2010.0,172.0,,junio,N,19.23,5.7000000000000455,28.729999999999997,3.66,0.7617536675330155
991.3999,989.23,993.65,1.4476,57.0001,39.72,83.8,14.8373,,0.2,3.54,0.7059,2.4869,0.52,6.92,1.5341,0.4158,-0.0683,350.6742,144.0,2010.0,175.0,verano,junio,N,25.58,4.419999999999959,44.08,3.34,0.42137219889309263
988.5058,987.44,989.73,0.6772,67.0338,0.4368,87.8,13.0594,1.8183,0.19,5.67,1.3685,3.1146,0.44,,2.147,0.5916,0.2265,20.9499,144.0,2010.0,176.0,,mayo,N,23.26,2.2899999999999636,87.36319999999999,5.4799999999999995,0.633476763583322
990.8678,989.57,992.79,0.7017,57.5938,41.32,74.1,9.1531,2.0253,0.2,3.36783082,1.234,3.4474,11.292532355744983,0.2236935599999999,1.8907,1.4049,0.9115,32.9743,144.0,2010.0,177.0,verano,junio,NE,24.66,3.2199999999999136,32.779999999999994,3.16783082,1.6746869140230363
993.3922,992.52,,0.4439,59.6183,41.12,90.4,16.0907,1.8533,,4.51,1.3974,3.1171,0.4,8.44,2.2734,0.7064,1.297,61.4249,,2010.0,178.0,invierno,mayo,NE,26.67,,49.28000000000001,,1.4768919933427764
992.5548,991.34,993.71,0.8038,55.0306,37.2,87.0,16.4508,1.7302,0.16,4.55,1.3983,2.8125,0.32,7.36,2.1003,0.7872,0.9125,49.2179,144.0,,179.0,verano,agosto,NE,29.2,2.3700000000000045,49.8,4.39,1.2051307356465522
991.1472,989.47,992.19,0.9046,54.9894,36.72,83.5,15.4786,1.5217,0.23,4.65,1.0124,,0.52,7.08,1.645,0.2402,-0.0163,356.1195,144.0,2010.0,180.0,,junio,N,27.59,2.7200000000000273,46.78,4.42,0.2407524247022239
991.9681,990.82,993.04,0.6178,60.3794,0.3918999999999999,77.6,11.1483,1.6628,0.14,3.56,0.9251,2.9428,0.32,6.4,1.5452,1.008,0.3948,21.39,144.0,2010.0,181.0,,junio,N,29.03,2.2199999999999136,77.20809999999999,3.42,1.0825576381883784
990.1452,988.59,991.1,0.7868,49.2611,33.86,76.1,13.6651,,0.432,11.922866748,1.6044,3.2292,0.32,5.1573793000000006,2.4499,0.4213,1.12,69.3844,144.0,2010.0,184.0,invierno,agosto,E,27.14,2.509999999999991,42.239999999999995,11.490866748,1.1966176039153027
991.0611,989.96,992.35,,70.8363,0.5841,93.9,9.1938,1.6888,0.31,2.83345176,1.179,2.9619,0.56,4.32474216,1.838,0.8013,0.4707,30.4296,144.0,2010.0,185.0,verano,julio,,27.62,2.3899999999999864,93.3159,2.52345176,0.9293224305912345
990.8578,989.19,991.94,0.836,78.4585,45.9,97.9,15.9156,1.259,0.17,3.52,0.7117,2.2638,0.4,5.7,1.2422,-0.0362,0.0761,115.4099,144.0,2010.0,186.0,verano,julio,SE,19.94,2.75,52.00000000000001,3.35,0.08427128811166945
994.3294,991.56,996.62,1.6512,71.8854,,94.3,15.4007,,0.24,,0.7343,2.9048,0.56,6.77,1.2594,-0.149,-1.2737,263.3273,144.0,2010.0,187.0,verano,julio,O,23.98,5.060000000000059,,,1.2823855465498666
996.1588,994.87,996.9,0.6751,61.1667,37.61,93.0,,1.2883,0.26,3.59,0.6093,2.3872,0.56,7.0,1.1604,-0.1362,-0.0218,189.1011,144.0,2010.0,188.0,verano,julio,S,29.49,2.0299999999999727,55.39,3.33,0.13793360721738557
994.2855,992.64,996.06,1.0571,56.3033,0.8937927043098468,33.61,18.1929,1.5954,0.15,4.33,0.8246,2.6258,0.44,5.96,1.2782,-0.0803,0.5583,98.1796,144.0,2010.0,189.0,invierno,abril,E,33.43,3.419999999999959,32.716207295690154,4.18,0.5640451932247983
992.8331,991.0,994.33,1.0775,51.9891,27.97,88.9,,,0.648,15.336,1.1653,3.1638,0.4,7.28,1.9161,-1.5859,0.1287,175.3616,144.0,2010.0,190.0,,mayo,S,33.35,3.330000000000041,60.93000000000001,14.688,1.5911136037379607
991.8615,990.26,993.21,1.0672,53.2151,,,13.6894,1.6652,0.22,2.2431493099999997,0.934,,0.48,3.75308084,1.4123,0.1038,0.7046,81.6182,144.0,2010.0,191.0,verano,julio,E,34.92,2.9500000000000455,,2.0231493099999995,0.7122047458420928
,987.79,990.71,0.8206,52.9551,29.35,76.5,16.6113,6.631200000000001,0.5760000000000001,,1.1514,3.2117,0.36,7.44,1.9433,-1.0076,,192.4824,144.0,2010.0,192.0,invierno,mayo,S,33.45,2.9200000000000728,47.15,,
986.5395,982.69,989.83,2.2268,62.5644,35.45,93.3,16.8478,7.153200000000001,0.972,14.741405604,139.39999999999998,3.4672,0.56,8.40714963,-116.79,-0.3219,-0.5434,239.3543,144.0,2010.0,193.0,invierno,septiembre,SO,28.21,7.139999999999986,57.849999999999994,13.769405604000001,0.631587816538603
985.5278,984.39,986.87,0.6369,70.842,47.71,96.6,16.7805,,0.6120000000000001,12.348,0.7084,2.6357,0.4,5.52,1.084,-0.069,-0.0951,234.0426,144.0,2010.0,194.0,invierno,julio,SO,33.44,2.480000000000018,48.88999999999999,11.736,0.11749472328577143
983.4233,979.07,986.04,2.4599,59.7727,0.3340999999999999,95.1,22.1647,1.8899,0.18,5.91,1.1628,3.2856,0.44,11.76,2.1687,,0.1038,175.7723,144.0,2010.0,195.0,verano,julio,S,26.42,6.969999999999914,94.76589999999999,5.73,
987.4847,983.38,991.2,2.1358,66.1715,0.4142,94.1,18.65,9.84564,1.152,22.536,173.9,4.4383,0.72,10.28,-132.12,-1.8183,-1.5064,219.6395,144.0,2010.0,196.0,invierno,junio,SO,33.7,7.82000000000005,93.6858,21.384,2.3612403202554373
989.4465,987.27,991.32,1.4374,57.067,32.25,90.7,18.5938,1.6802,0.29,4.0,1.0399,2.9238,0.68,6.8,1.7555,-1.3024,-0.2878,192.4596,144.0,2010.0,197.0,verano,mayo,S,26.57,4.050000000000068,58.45,3.71,1.3338195530130752
991.8358,988.55,,1.9722,69.6636,46.26,89.9,13.7308,5.8615200000000005,0.972,13.932,82.72,3.0156,9.371644758356853,0.56,-73.085,-0.1274,-0.8043,261.0015,144.0,2010.0,198.0,invierno,septiembre,O,25.55,,43.64000000000001,12.96,0.8143274832645647
998.9731,996.11,1000.53,1.1284,59.8617,0.3059,87.5,20.6621,1.7334,0.15,4.27,0.9309,3.1142,,0.4,1.5482,0.5565,,323.5417,144.0,2010.0,199.0,invierno,febrero,NO,24.86,4.419999999999959,87.1941,4.119999999999999,
997.3678,994.7,999.67,1.8532,55.1385,34.52,86.9,18.1205,1.5608,0.17,4.97,1.0792,2.6978,0.36,9.24,1.8303,0.1771,0.8298,77.9514,144.0,2010.0,200.0,,julio,E,26.96,4.969999999999914,52.38,4.8,0.8484883322709865
990.1238,985.78,994.88,3.2072,56.8588,37.44,85.5,15.9491,2.0191,0.23,4.8,1.272,,0.56,8.0,2.0591,0.3279,1.2171,74.9214,,2010.0,201.0,,,E,33.86,9.100000000000023,48.06,4.569999999999999,1.2604962594153146
982.9801,981.0,985.74,1.3276,53.262600000000006,28.5,89.9,20.8437,,0.23,4.84,1.19,3.3926,0.56,9.04,2.0451,-1.584,-0.5291,198.4712,144.0,2010.0,202.0,verano,julio,S,29.78,4.740000000000009,61.400000000000006,4.609999999999999,1.6700307811534494
986.199,982.96,989.23,1.7256,69.2656,0.4343999999999999,95.6,16.7794,5.06412,1.476,8.992481112,0.6958,2.579,0.84,3.9767744,,-0.1936,-0.2757,234.9197,144.0,2010.0,203.0,invierno,abril,SO,20.24,6.269999999999982,95.1656,7.516481112,0.336884921004191
988.706,987.64,989.64,0.4902,91.5986,77.8,95.6,5.0431,2.1539,0.38,5.31,1.3576,3.3474,0.64,7.56,1.857,0.3312,-0.5281,302.0961,144.0,2010.0,204.0,,julio,NO,19.9,2.0,17.799999999999997,4.93,0.623364299587328
989.4901,988.11,990.71,0.8236,70.718,0.4315,95.7,19.5606,8.50572,3.78,13.824,0.628,4.3183,1.84,8.0,1.0785,-0.3807,-2.2396,260.3533,144.0,2010.0,205.0,invierno,marzo,O,21.84,2.6000000000000227,95.2685,10.044,2.2717263589613954
988.4481,986.66,990.6,1.3229,54.7125,29.9,75.7,14.8547,8.159400000000002,0.972,14.94,76.42,3.9796,0.7,6.84,-65.835,-0.4664,-2.0489,257.1757,144.0,2010.0,206.0,invierno,mayo,O,22.51,3.9400000000000546,45.800000000000004,13.968,2.101313915149281
986.0322,984.02,987.76,0.9561,72.71,44.68,93.6,13.723,1.3818,0.38,4.81,1.0051,2.4117,12.13910300513704,0.72,1.6882,-0.8312,-0.2421,196.2418,144.0,2010.0,207.0,verano,agosto,S,23.79,3.740000000000009,48.919999999999995,4.43,0.8657400591401555
988.6547,,,1.3107,74.158,47.46,95.0,15.2559,4.1684399999999995,0.648,8.701679484,0.7397,2.1001,0.52,4.57329056,1.2866,-0.2102,-0.6131,251.0743,144.0,2010.0,208.0,invierno,octubre,O,20.95,,47.54,8.053679484,0.6481324324549729
987.5393,985.04,990.71,1.8691,82.8324,61.09,94.8,9.2066,7.53156,0.756,19.8,118.0,3.3961,0.56,8.52,-92.855,-1.4085,-1.1105,218.2541,144.0,2010.0,209.0,invierno,noviembre,SO,20.12,5.670000000000073,33.709999999999994,19.044,1.7936227306766606
,982.14,985.18,0.8614,84.7097,0.585,96.5,9.5089,5.82732,1.0080000000000002,15.192,92.84,2.7006,0.84,5.84,-61.98,-0.4047,-0.4884,230.3525,144.0,2010.0,210.0,,noviembre,SO,22.05,3.0399999999999636,95.915,14.184,0.6342843605197909
987.866,984.82,991.19,1.7906,71.9944,0.4336,93.9,16.4678,1.3847,0.23,3.51,,2.4015,0.72,5.52,,-0.5753,-0.9087,237.6617,144.0,2010.0,211.0,verano,julio,SO,24.44,6.3700000000000045,93.46640000000001,3.28,1.0755025708941843
990.1399,988.49,991.81,1.0775,64.0096,38.89,95.2,20.9782,2.0074,0.29,1.77992984954501,1.1502,3.3231,0.48,5.356218019999999,1.8701,-1.7609,-0.4186,193.3735,144.0,2010.0,212.0,verano,julio,S,27.58,3.3199999999999363,56.31,1.48992984954501,1.8099709307057945
988.0402,986.21,989.47,1.1193,60.7799,0.9190766538532444,40.0,16.5945,2.2363,0.4,6.03,1.3059,3.5776,0.84,9.04,1.9824,-2.0452,-0.4904,193.4841,144.0,2010.0,213.0,,agosto,S,23.71,3.259999999999991,39.080923346146754,5.63,2.103172651020358
987.3986,986.15,988.57,0.6715,80.1034,57.15,96.1,13.6327,4.2278400000000005,1.0080000000000002,9.864,0.5531,2.1675,0.6,4.5,0.9207,-0.3492,-0.4043,229.1858,144.0,2010.0,214.0,invierno,enero,SO,19.64,2.4200000000000728,38.949999999999996,8.856,0.5342276013086558
986.9185,985.67,988.57,0.8129,87.1221,61.47,96.9,9.0357,5.077800000000001,0.972,8.746418196,0.8402,2.2515,0.52,3.45482276,1.0296,-0.2975,-0.9462,252.5472,144.0,2010.0,215.0,invierno,junio,O,22.14,2.900000000000091,35.43000000000001,7.774418196000001,0.9918672743870522
984.6884,981.51,988.13,2.4028,72.0683,0.439,98.3,20.4348,8.03232,1.296,17.532,125.69,3.4674,0.6,7.56,-90.97,-1.9725,-0.5363,195.2098,144.0,2010.0,216.0,invierno,enero,S,22.51,6.6200000000000045,97.861,16.236,2.044107125372836
981.4472,980.01,984.94,1.4945,76.9339,51.5,93.1,13.3076,5.08608,0.8280000000000001,10.379381184,0.9279,2.4669,0.64,4.23153651,1.3609,-0.3989,-0.3165,218.4351,144.0,2010.0,217.0,,marzo,SO,14.9,4.930000000000064,41.599999999999994,9.551381184,0.5092086605704973
987.9515,984.82,990.79,2.0211,92.7354,0.899,94.9,1.3667,2.0086,0.27,,0.8271,,0.72,6.81,1.1623,-0.9405,-1.6401,240.1677,144.0,2010.0,218.0,verano,agosto,SO,22.42,5.969999999999914,94.001,,1.8906264199994667
990.0758,989.22,990.93,0.4629,70.5783,51.36,89.4,11.6808,1.8354,0.16,4.38,1.057,3.1106,0.4,5.72,1.345,-0.5054,-1.3853,249.9553,144.0,2010.0,219.0,verano,agosto,O,22.71,1.7099999999999227,38.040000000000006,4.22,1.474613593454231
988.7258,987.02,989.97,0.6651,72.8447,,,12.456,1.8937,0.18,6.01,1.4043,3.0608,0.36,8.6,1.9871,-1.5258,-0.5738,200.6078,144.0,2010.0,220.0,verano,agosto,S,21.4,2.9500000000000455,,5.83,1.630126400007067
990.1133,989.24,,0.5614,78.506,0.5882000000000001,92.9,11.2451,0.9647,0.12,3.03,0.6042,1.7738,0.32,6.08,1.1298,-0.3586,-0.3859,227.1017,144.0,2010.0,221.0,verano,agosto,SO,25.64,,92.3118,2.9099999999999997,0.5267948082508027
989.384,987.51,990.83,1.1148,67.0697,36.93,97.2,22.7587,1.3172,,3.88,0.7311,2.1769,0.28,5.32,1.0592,-1.0701,-0.1643,188.7309,144.0,2010.0,222.0,verano,agosto,S,23.55,3.32000000000005,60.27,,1.0826395983890484
986.601,985.56,988.5,,94.8917,0.831,97.8,3.4658,0.9747,0.2,,0.6537,1.6272,0.44,5.24,0.9139,-0.613,-0.2912,205.4101,144.0,2010.0,224.0,verano,agosto,SO,19.81,2.9400000000000546,96.969,,0.6786504549471694
990.2765,988.41,991.32,0.8328,89.3938,0.7190000000000001,98.3,8.5972,0.9541,0.23,2.75267353,0.7778,1.6182,0.56,4.42416152,1.1038,0.2123,0.06,15.7715,144.0,2010.0,225.0,verano,agosto,N,19.57,2.910000000000082,97.581,2.52267353,0.22061570660313376
990.4828,989.22,991.29,0.4346,84.3864,65.12,95.7,9.4681,1.7086,0.32,2.62839933,0.8538,2.8174,0.62,5.92,1.1893,0.7872,0.6511,39.5952,144.0,2010.0,226.0,verano,agosto,NE,19.5,2.0699999999999363,30.58,2.3083993300000003,1.0215747892347384
984.2949,983.67,985.74,0.4977,80.2311,58.26,96.1,12.1723,2.4597,0.19,6.88,1.6028,3.7673,,11.07,2.4536,-2.2068,-0.6101,195.4534,144.0,2010.0,228.0,,agosto,S,16.38,2.07000000000005,37.839999999999996,6.6899999999999995,2.2895825492870965
